Date,Time,WebSite,CompanyName,JobTitle,Response,ccText
10-08-2014,11:40,"dice.com","Xoriant Corporation","PHP & Drupal Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-08-2014,11:40,"dice.com","Inmata Solutions, Inc.","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-08-2014,11:40,"dice.com","InfoLlact, LLC","Senior PHP MySQL Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-08-2014,11:40,"dice.com","Etouch Systems Corp","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-08-2014,11:40,"dice.com","Virtue Group","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-08-2014,11:40,"dice.com","Online Technical Services","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","KirkSearch","UI Lead (C#, javascript, html) for SEO Ecommerce Webstore builder",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","Softsol Resources Inc","Softsol Resources Inc",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","Ness Software Engineering Services","Senior Web Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","SUPERMICRO COMPUTER INC","Web Application Developer",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","IPS","LAMP Stack Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","University of California - San Francisco","Web Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","Intuitive Surgical, Inc.","Software Engineer/Analyst",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","Verizon","OnCue Lead Web Designer Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","HP","Senior Systems Engineer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","Nelson Technology","Jr. Developer (filemaker and Java)",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","WinMax Systems Corporation","Software Engineer (Python)",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","US Court of Appeals","Web Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-09-2014,14:30,"dice.com","iD Tech","Software Engineer - C# DotNet / ASP.Net",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","Skyrocket Ventures","Lead Javascript / UI / Frontend Engineer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","Rootshell Enterprise Technologies Inc.","Build and Release Engineer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","NetPace","Build Release Engineer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","Elti Solutions","***Hands-on Web System Architect/Lead***",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","Reputation.com, Inc.","Frontend Software Engineer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","Groupon","Software Engineer, Frontend",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","F5 Networks, Inc.","Sr. Software Engineerâ€”Sustaining",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","Provide Commerce","iOS Engineer",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-10-2014,17:30,"dice.com","ExactTarget","Technology Architect",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","GATE Staffing","Full Stack (PHP and Javascript)",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","Xoriant Corporation","Sr. PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","TRIAD Group","Senior PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","Magagnini Network, LLC","PHP MySQL Engineer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","Task Management Inc","PHP DEVELOPER",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","Intelliswift Software Inc","Drupal PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","M-C Recruitment","Senior PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","Sherpa","Sr PHP Developer with MySQL",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-13-2014,13:20,"dice.com","GDI Infotech, Inc.","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Banyan Air Service","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Marsh Consulting Services","PHP Developer",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Advantex Professional Services","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Samiti Technology Inc.","PHP Programmer",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","The Bowdoin Group","PHP/LAMP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","SunTechPros, Inc.","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Zion Partners","Jr. PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","HT Staffing Professional, LLC","Build Engineer-PHP, HTML, JavaScript, OOD",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Data Incorporated","PHP Specilist",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Ascent","PHP Engineer- Banking",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Technosoft Engineering","Front End Developer -PHP, MySQL, XML, Magento",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Santa Cruz Biotechnology, Inc.","Backend PHP Web Developer",1,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Online Technical Services","PHP Software Application Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
10-14-2014,11:30,"dice.com","Engage Partners","PHP Developer",0,"Hi<contact name>,\n\nI'm a great fit for the position ""<position title>"" because of my 4 years experience with web technologies including frontend and backend. I've got a lot of practice on server side with PHP stack and Apache+Nginx servers. Developed web apps using HTML5, CSS3, JavaScript with jQuery and MVC framework AngularJS, familiar with Chrome DevTools including profiler.\n\nI'm looking forward to add value to <company name>"
